	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13
515rcbc12	0.0	0.199514765679	0.362010705924	0.277194095866	0.288768611552	0.366510021605	0.32366302614	0.336988479626	0.373054503541	0.356714906764	0.29668982318	0.296581050668	0.280061857571	0.339319670628	0.2563666207	0.276958176844	0.328561062024	0.330138852674	0.272396799168	0.258176882678	0.273180889132	0.240919503986	0.247696550429	0.248493105655	0.329134072316	0.221926467809	0.335960547908	0.300202476928	0.22987909054
515rcbc23	0.199514765679	0.0	0.233001678775	0.167914488614	0.150884646763	0.271713039107	0.214347477603	0.258577997211	0.270319340859	0.284573242966	0.224100079091	0.223785556534	0.162354333859	0.39698042245	0.198715548047	0.190374403938	0.214088941653	0.217191710684	0.218955617987	0.173110502565	0.173662621329	0.155059034415	0.182288611462	0.17304850061	0.233906380049	0.15054173629	0.242548185513	0.162822357203	0.179427549728
515rcbc30	0.362010705924	0.233001678775	0.0	0.184886956116	0.148816078417	0.196740485648	0.147117114519	0.210197835642	0.148185204543	0.328410153679	0.249197972389	0.247494627751	0.237598614835	0.498643573438	0.262347516003	0.223975090328	0.154917336645	0.15194967115	0.23431372079	0.175314605435	0.244531675702	0.222164656525	0.220425495641	0.254019701803	0.156501631458	0.214901247262	0.238295902371	0.181459415543	0.238099882953
515rcbc29	0.277194095866	0.167914488614	0.184886956116	0.0	0.134159113076	0.223620525796	0.131675915955	0.168345821397	0.201224262486	0.27274945294	0.22378020765	0.214013044927	0.162743677797	0.409435167241	0.195181027916	0.154627137367	0.118652252944	0.155891267228	0.185393303554	0.144904359952	0.166513654964	0.163258383701	0.128544431106	0.176359679601	0.142646053563	0.137344363458	0.174569731994	0.157316285669	0.163941348701
515rcbc9	0.288768611552	0.150884646763	0.148816078417	0.134159113076	0.0	0.219465385327	0.161336315801	0.221496992473	0.196344540378	0.267005700535	0.208538886845	0.198697332103	0.152926548934	0.437473962883	0.193441533276	0.167962318114	0.152204331057	0.151694296194	0.20162995874	0.143491108744	0.174927929886	0.148145557765	0.165916993397	0.170272973488	0.16638474454	0.140891224067	0.200303261989	0.122905952999	0.180418300433
515rcbc35	0.366510021605	0.271713039107	0.196740485648	0.223620525796	0.219465385327	0.0	0.185616827046	0.221443719869	0.194371838213	0.361752383844	0.272169708037	0.273061617817	0.277643595947	0.485341685926	0.280558470798	0.263308664912	0.212100650607	0.226242421954	0.248937769678	0.217678906806	0.295163849946	0.250555180911	0.238678663004	0.28533681937	0.188348122961	0.231284922088	0.279182778911	0.249139247467	0.228599438895
515rcbc18	0.32366302614	0.214347477603	0.147117114519	0.131675915955	0.161336315801	0.185616827046	0.0	0.120542868296	0.12781642289	0.290917094638	0.226712867109	0.232839429381	0.213768057578	0.471877855591	0.229086169933	0.155057482794	0.102594233945	0.115178993882	0.144227380158	0.149515702055	0.193315967155	0.191587983239	0.154273707248	0.228450411569	0.0842186454237	0.17655056417	0.179116751322	0.15721915093	0.159822149207
515rcbc15	0.336988479626	0.258577997211	0.210197835642	0.168345821397	0.221496992473	0.221443719869	0.120542868296	0.0	0.191311639639	0.311949969555	0.262648248113	0.259529886474	0.24859934777	0.463432814412	0.250084029712	0.178802747723	0.118445290713	0.156666820573	0.186431170629	0.189926874596	0.224714045607	0.222759125693	0.156348161432	0.247353898726	0.125462259142	0.186181447834	0.202715726581	0.21458518257	0.178144200402
515rcbc26	0.373054503541	0.270319340859	0.148185204543	0.201224262486	0.196344540378	0.194371838213	0.12781642289	0.191311639639	0.0	0.345750080248	0.277837127678	0.287384490551	0.271716017556	0.522428157306	0.280007191835	0.216869920367	0.165144981639	0.122243489399	0.196586265342	0.206017647625	0.254663629989	0.251536706499	0.21958992218	0.286282992268	0.120715310168	0.242250234128	0.24869811411	0.190932827652	0.206262725859
515rcbc25	0.356714906764	0.284573242966	0.328410153679	0.27274945294	0.267005700535	0.361752383844	0.290917094638	0.311949969555	0.345750080248	0.0	0.190005164449	0.207735105633	0.195211513788	0.454542346184	0.236034692054	0.21603854155	0.291894701285	0.306755231576	0.279155129933	0.259738448168	0.227873833636	0.249881607597	0.278107599917	0.213237600403	0.306817934741	0.272012819497	0.210801994535	0.236705448518	0.290159585303
515rcbc32	0.29668982318	0.224100079091	0.249197972389	0.22378020765	0.208538886845	0.272169708037	0.226712867109	0.262648248113	0.277837127678	0.190005164449	0.0	0.137748314815	0.146067557	0.424059981486	0.145839004238	0.175899021248	0.231947621651	0.233447011832	0.212539342699	0.169483708142	0.219834588703	0.157343553482	0.214799956794	0.134982266361	0.23642743051	0.197267351449	0.195432985169	0.19515457433	0.217478008071
515rcbc8	0.296581050668	0.223785556534	0.247494627751	0.214013044927	0.198697332103	0.273061617817	0.232839429381	0.259529886474	0.287384490551	0.207735105633	0.137748314815	0.0	0.173967229098	0.408370305136	0.164400736715	0.204395976007	0.225805946849	0.236180795575	0.233544299447	0.172224743504	0.246292259823	0.166231227898	0.207547845046	0.151827188288	0.241052742422	0.181212325206	0.22063085746	0.231278143674	0.226128551352
515rcbc16	0.280061857571	0.162354333859	0.237598614835	0.162743677797	0.152926548934	0.277643595947	0.213768057578	0.24859934777	0.271716017556	0.195211513788	0.146067557	0.173967229098	0.0	0.409372952381	0.150049702061	0.154444092764	0.203634841414	0.217791372554	0.22443182041	0.170156854946	0.150172682378	0.142991345112	0.191691631337	0.117811855986	0.225323708936	0.162971219821	0.173936810518	0.155877509671	0.195167665301
