	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13
515rcbc12	0.0	0.190858929692	0.360691742516	0.275414016816	0.286895561902	0.360124781368	0.318436921143	0.331399836352	0.368842212574	0.357161830483	0.291492918644	0.293134669313	0.278282989128	0.341031680794	0.257025246031	0.266919546609	0.32736589006	0.328794103572	0.269490334763	0.252392759896	0.272234883348	0.238762871116	0.244089725457	0.247323227385	0.326538346737	0.219853796932	0.334489257311	0.295453845499	0.22768758891
515rcbc23	0.190858929692	0.0	0.235863539976	0.170090993772	0.152371914215	0.272737384486	0.218448722636	0.260430276988	0.273439176424	0.288335521538	0.223865235218	0.223773705276	0.162646280679	0.394729883045	0.199937793568	0.187126412786	0.219459002477	0.221896322332	0.22105697785	0.17217656149	0.17374313049	0.156244066134	0.182721849271	0.174778197682	0.238916571345	0.153294166184	0.243440877282	0.165458718528	0.179548312175
515rcbc30	0.360691742516	0.235863539976	0.0	0.181891775905	0.149868004446	0.197114155521	0.146068226353	0.210068776534	0.147084814858	0.330001346896	0.249463736648	0.247943242592	0.238063610456	0.498608589205	0.259597763402	0.223348626487	0.152412646489	0.15291272611	0.232919238399	0.17666540077	0.242654565168	0.219706732365	0.216666424372	0.253960318383	0.155402193081	0.214754756415	0.234638576868	0.182433838542	0.234513666323
515rcbc29	0.275414016816	0.170090993772	0.181891775905	0.0	0.133375140001	0.222591333929	0.129048386694	0.167127601	0.198923925393	0.276435448526	0.223336313476	0.214186853284	0.161912177434	0.409906080931	0.194823447899	0.150874153799	0.118617811956	0.155877691146	0.184833031251	0.144990584728	0.166493714785	0.159721232758	0.126550431417	0.175394977933	0.13921719002	0.136493500056	0.171318945001	0.152452481625	0.160640461774
515rcbc9	0.286895561902	0.152371914215	0.149868004446	0.133375140001	0.0	0.221314840519	0.163449426352	0.22156493612	0.196797373475	0.268435030069	0.208081579435	0.199449197926	0.152489772626	0.435115963729	0.192928569012	0.165175376116	0.15176432643	0.154929064896	0.201861175274	0.143615538471	0.174590756885	0.148701746718	0.166855477218	0.171953738534	0.168523271053	0.141738388761	0.198189358234	0.123369086638	0.181626948577
515rcbc35	0.360124781368	0.272737384486	0.197114155521	0.222591333929	0.221314840519	0.0	0.18481558023	0.220785973267	0.196212744088	0.361607229704	0.272301734293	0.272808592924	0.275141021215	0.484368604268	0.277671382547	0.26270791192	0.213802001637	0.227585965595	0.244417602085	0.217964632542	0.290515244967	0.24559093002	0.237303134291	0.284141036614	0.188379574455	0.231181368647	0.273370761862	0.249447154372	0.226937422148
515rcbc18	0.318436921143	0.218448722636	0.146068226353	0.129048386694	0.163449426352	0.18481558023	0.0	0.119554486071	0.125402554478	0.294911865704	0.226352712203	0.234022518675	0.212888039047	0.470314615545	0.226576162997	0.156312957139	0.102036793088	0.11436239349	0.143275528408	0.152101013038	0.191794568614	0.189063050615	0.151999694274	0.228467036272	0.0817074545795	0.176321982394	0.178818030142	0.156936527248	0.155275309306
515rcbc15	0.331399836352	0.260430276988	0.210068776534	0.167127601	0.22156493612	0.220785973267	0.119554486071	0.0	0.191375313752	0.313057532809	0.2626261972	0.259781027328	0.249277363412	0.46124246114	0.247760014823	0.176871414142	0.118184674865	0.157175638195	0.181816870469	0.189922687189	0.222491646988	0.217705815684	0.154634481272	0.245230772787	0.127646972068	0.184871676438	0.198431264875	0.213527418476	0.175032006131
515rcbc26	0.368842212574	0.273439176424	0.147084814858	0.198923925393	0.196797373475	0.196212744088	0.125402554478	0.191375313752	0.0	0.346350483466	0.27749695388	0.287885238033	0.269838506822	0.521417724074	0.278877303557	0.217691526667	0.164056743505	0.121405828505	0.193000049765	0.206896327611	0.251525072806	0.247076650876	0.217585122226	0.286143811519	0.118393442154	0.242608665043	0.246480108817	0.191119690959	0.202037736192
515rcbc25	0.357161830483	0.288335521538	0.330001346896	0.276435448526	0.268435030069	0.361607229704	0.294911865704	0.313057532809	0.346350483466	0.0	0.19018072955	0.207215509905	0.20282571187	0.455369832068	0.236574463094	0.218763584417	0.294890812898	0.307343417315	0.28149783785	0.261543683785	0.226593148404	0.255263444318	0.279681125807	0.218587866104	0.308615631935	0.273078985032	0.208643579292	0.235911121385	0.292430933655
515rcbc32	0.291492918644	0.223865235218	0.249463736648	0.223336313476	0.208081579435	0.272301734293	0.226352712203	0.2626261972	0.27749695388	0.19018072955	0.0	0.139990456206	0.145862054512	0.422695257255	0.143815670227	0.174121448721	0.232637243556	0.232365275905	0.212483402898	0.171786304364	0.217403986431	0.157143223734	0.213873681964	0.135649180005	0.238865995819	0.19731046652	0.195631277435	0.193969715944	0.215191247018
515rcbc8	0.293134669313	0.223773705276	0.247943242592	0.214186853284	0.199449197926	0.272808592924	0.234022518675	0.259781027328	0.287885238033	0.207215509905	0.139990456206	0.0	0.17656836741	0.406806853026	0.163284542904	0.2036240289	0.229045181623	0.239915792192	0.234397064829	0.172846468706	0.245407316249	0.164914162072	0.208026260218	0.151014189946	0.244354416553	0.181117452097	0.221401416467	0.231375289857	0.224949810065
515rcbc16	0.278282989128	0.162646280679	0.238063610456	0.161912177434	0.152489772626	0.275141021215	0.212888039047	0.249277363412	0.269838506822	0.20282571187	0.145862054512	0.17656836741	0.0	0.408663077685	0.150314381323	0.153733649663	0.205195327434	0.218276687995	0.225166300599	0.170340217803	0.15211406665	0.144420346281	0.192610756942	0.119464428513	0.226835705063	0.162894098226	0.175176781121	0.152006266268	0.1948816892
515rcbc36	0.341031680794	0.394729883045	0.498608589205	0.409906080931	0.435115963729	0.484368604268	0.470314615545	0.46124246114	0.521417724074	0.455369832068	0.422695257255	0.406806853026	0.408663077685	0.0	0.371475832554	0.441164538217	0.454124146852	0.478075111438	0.452123796587	0.408759976224	0.447251792048	0.372675855123	0.405341107696	0.378089747409	0.475713119435	0.374811579897	0.465940913487	0.466004299883	0.423534271225
515rcbc31	0.257025246031	0.199937793568	0.259597763402	0.194823447899	0.192928569012	0.277671382547	0.226576162997	0.247760014823	0.278877303557	0.236574463094	0.143815670227	0.163284542904	0.150314381323	0.371475832554	0.0	0.180944538295	0.217649922183	0.222724579632	0.214783592187	0.166089611275	0.224239362966	0.114931648101	0.174407704974	0.102303130794	0.234894017413	0.155681605206	0.217068147879	0.206800340113	0.194754203831
515rcbc22	0.266919546609	0.187126412786	0.223348626487	0.150874153799	0.165175376116	0.26270791192	0.156312957139	0.176871414142	0.217691526667	0.218763584417	0.174121448721	0.2036240289	0.153733649663	0.441164538217	0.180944538295	0.0	0.172771455297	0.155912758053	0.127920453202	0.146524873796	0.116217227025	0.15494507397	0.136895161651	0.153298748164	0.171645698108	0.155819100445	0.134894301698	0.117311097612	0.133971875055
515rcbc17	0.32736589006	0.219459002477	0.152412646489	0.118617811956	0.15176432643	0.213802001637	0.102036793088	0.118184674865	0.164056743505	0.294890812898	0.232637243556	0.229045181623	0.205195327434	0.454124146852	0.217649922183	0.172771455297	0.0	0.12754433512	0.194923109701	0.160589140275	0.194266869227	0.187211673628	0.148156403498	0.214612742608	0.104945241951	0.168488293045	0.176480612166	0.155616880142	0.191429956802
515rcbc24	0.328794103572	0.221896322332	0.15291272611	0.155877691146	0.154929064896	0.227585965595	0.11436239349	0.157175638195	0.121405828505	0.307343417315	0.232365275905	0.239915792192	0.218276687995	0.478075111438	0.222724579632	0.155912758053	0.12754433512	0.0	0.175834332706	0.176119511492	0.189817768751	0.189433756686	0.160839511017	0.220843682568	0.109090736206	0.185725804257	0.187340255045	0.142570712164	0.164000311341
515rcbc21	0.269490334763	0.22105697785	0.232919238399	0.184833031251	0.201861175274	0.244417602085	0.143275528408	0.181816870469	0.193000049765	0.28149783785	0.212483402898	0.234397064829	0.225166300599	0.452123796587	0.214783592187	0.127920453202	0.194923109701	0.175834332706	0.0	0.15293741216	0.199977367218	0.190083006415	0.159014467365	0.213358534324	0.167904079314	0.188087264531	0.213722729936	0.174142491204	0.119373665442
515rcbc10	0.252392759896	0.17217656149	0.17666540077	0.144990584728	0.143615538471	0.217964632542	0.152101013038	0.189922687189	0.206896327611	0.261543683785	0.171786304364	0.172846468706	0.170340217803	0.408759976224	0.166089611275	0.146524873796	0.160589140275	0.176119511492	0.15293741216	0.0	0.196124036172	0.131890882287	0.129999904912	0.164155206907	0.172147054996	0.143632425803	0.183152951526	0.157599369111	0.15348549497
515rcbc14	0.272234883348	0.17374313049	0.242654565168	0.166493714785	0.174590756885	0.290515244967	0.191794568614	0.222491646988	0.251525072806	0.226593148404	0.217403986431	0.245407316249	0.15211406665	0.447251792048	0.224239362966	0.116217227025	0.194266869227	0.189817768751	0.199977367218	0.196124036172	0.0	0.199360382254	0.176310985919	0.181390538939	0.206285215865	0.192730396172	0.136916275248	0.129913166243	0.174995712174
515rcbc19	0.238762871116	0.156244066134	0.219706732365	0.159721232758	0.148701746718	0.24559093002	0.189063050615	0.217705815684	0.247076650876	0.255263444318	0.157143223734	0.164914162072	0.144420346281	0.372675855123	0.114931648101	0.15494507397	0.187211673628	0.189433756686	0.190083006415	0.131890882287	0.199360382254	0.0	0.145487952786	0.125729333935	0.206327316751	0.112593592326	0.194452492823	0.166508514999	0.159613474651
515rcbc27	0.244089725457	0.182721849271	0.216666424372	0.126550431417	0.166855477218	0.237303134291	0.151999694274	0.154634481272	0.217585122226	0.279681125807	0.213873681964	0.208026260218	0.192610756942	0.405341107696	0.174407704974	0.136895161651	0.148156403498	0.160839511017	0.159014467365	0.129999904912	0.176310985919	0.145487952786	0.0	0.170869320607	0.161802918844	0.120331977796	0.18251025989	0.162276921958	0.126450760879
515rcbc11	0.247323227385	0.174778197682	0.253960318383	0.175394977933	0.171953738534	0.284141036614	0.228467036272	0.245230772787	0.286143811519	0.218587866104	0.135649180005	0.151014189946	0.119464428513	0.378089747409	0.102303130794	0.153298748164	0.214612742608	0.220843682568	0.213358534324	0.164155206907	0.181390538939	0.125729333935	0.170869320607	0.0	0.234988458148	0.130797786334	0.183877728246	0.181870107901	0.189497038442
515rcbc34	0.326538346737	0.238916571345	0.155402193081	0.13921719002	0.168523271053	0.188379574455	0.0817074545795	0.127646972068	0.118393442154	0.308615631935	0.238865995819	0.244354416553	0.226835705063	0.475713119435	0.234894017413	0.171645698108	0.104945241951	0.109090736206	0.167904079314	0.172147054996	0.206285215865	0.206327316751	0.161802918844	0.234988458148	0.0	0.178993998538	0.186040983504	0.166746653069	0.169493628429
515rcbc37	0.219853796932	0.153294166184	0.214754756415	0.136493500056	0.141738388761	0.231181368647	0.176321982394	0.184871676438	0.242608665043	0.273078985032	0.19731046652	0.181117452097	0.162894098226	0.374811579897	0.155681605206	0.155819100445	0.168488293045	0.185725804257	0.188087264531	0.143632425803	0.192730396172	0.112593592326	0.120331977796	0.130797786334	0.178993998538	0.0	0.195792841696	0.175518391431	0.15373507782
515rcbc33	0.334489257311	0.243440877282	0.234638576868	0.171318945001	0.198189358234	0.273370761862	0.178818030142	0.198431264875	0.246480108817	0.208643579292	0.195631277435	0.221401416467	0.175176781121	0.465940913487	0.217068147879	0.134894301698	0.176480612166	0.187340255045	0.213722729936	0.183152951526	0.136916275248	0.194452492823	0.18251025989	0.183877728246	0.186040983504	0.195792841696	0.0	0.16716526656	0.217716171268
515rcbc28	0.295453845499	0.165458718528	0.182433838542	0.152452481625	0.123369086638	0.249447154372	0.156936527248	0.213527418476	0.191119690959	0.235911121385	0.193969715944	0.231375289857	0.152006266268	0.466004299883	0.206800340113	0.117311097612	0.155616880142	0.142570712164	0.174142491204	0.157599369111	0.129913166243	0.166508514999	0.162276921958	0.181870107901	0.166746653069	0.175518391431	0.16716526656	0.0	0.168683186915
515rcbc13	0.22768758891	0.179548312175	0.234513666323	0.160640461774	0.181626948577	0.226937422148	0.155275309306	0.175032006131	0.202037736192	0.292430933655	0.215191247018	0.224949810065	0.1948816892	0.423534271225	0.194754203831	0.133971875055	0.191429956802	0.164000311341	0.119373665442	0.15348549497	0.174995712174	0.159613474651	0.126450760879	0.189497038442	0.169493628429	0.15373507782	0.217716171268	0.168683186915	0.0
