	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13
515rcbc12	0.0	0.00597645760097	0.00540932855099	0.00640566992175	0.00430839713275	0.00412742072252	0.00597126545015	0.00547438526678	0.00592987799279	0.0021422001733	0.00238053466736	0.00399383262164	0.00335820937742	0.0061901232582	0.00460958253453	0.00737715664969	0.00716865645708	0.00806156143271	0.00503389027278	0.00500430336207	0.00696103241354	0.00554107786587	0.00795793465292	0.0073080573421	0.00541420921424	0.00403367304152	0.00596347936049	0.00373081917773	0.00976357985419
515rcbc23	0.00597645760097	0.0	0.00667487948939	0.00673956293185	0.00412112686873	0.00435049125139	0.00441743034419	0.00507437032777	0.0050379940232	0.00245382912924	0.00432805684313	0.00503690258239	0.00615972994459	0.00394621344418	0.00572239393879	0.00636392690252	0.00556422320571	0.00676183718983	0.00614630946897	0.00652516845138	0.00496924492224	0.00432534835818	0.00357849692745	0.0059520157753	0.00465254175298	0.0037845760313	0.00672201554826	0.00666265739632	0.00458818748059
515rcbc30	0.00540932855099	0.00667487948939	0.0	0.00558429590277	0.00572630691347	0.00304170241802	0.00464132537852	0.00759641493361	0.00465899873787	0.00482067676991	0.00495299905816	0.00489348218278	0.0049271381874	0.00552099318798	0.00421577369233	0.00449240986943	0.00459594602275	0.0043077397773	0.00438954891795	0.00524256249619	0.00681009025657	0.00543440553357	0.00622983011974	0.00731499281277	0.005745809429	0.00708209695343	0.00477184138307	0.00559536877336	0.00540319441006
515rcbc29	0.00640566992175	0.00673956293185	0.00558429590277	0.0	0.00660715246071	0.00587090647785	0.0078803939237	0.00687838246869	0.0075571506474	0.00459475467026	0.00556227006768	0.00706017288989	0.00399338602178	0.00369078017086	0.00519822551606	0.00453046474476	0.00604677693882	0.00507663058032	0.00623604679977	0.00421926889601	0.00602258840471	0.00589706413356	0.00472530622706	0.0079059391846	0.00403311187141	0.00669804342119	0.00571691805787	0.00834459108447	0.00633377355126
515rcbc9	0.00430839713275	0.00412112686873	0.00572630691347	0.00660715246071	0.0	0.00537572983685	0.00542161221602	0.00469676345886	0.00573400537272	0.00532875912685	0.00580543228812	0.00485041140555	0.00598020413877	0.00363548959799	0.00496356405542	0.00650582810272	0.00492975940662	0.00417474834181	0.00516715387806	0.00452103294289	0.00445702520498	0.0032737829346	0.00357272213319	0.00644088110309	0.00466287613954	0.00621408051152	0.00430297253872	0.00567285412755	0.00558124580367
515rcbc35	0.00412742072252	0.00435049125139	0.00304170241802	0.00587090647785	0.00537572983685	0.0	0.00647447085148	0.00480001450377	0.00469458569364	0.00411452352997	0.00563147587986	0.00517719259721	0.00271798805985	0.00445646509967	0.00578804843494	0.00444268812292	0.00756029683573	0.00399612468288	0.0045874843135	0.00571345654064	0.00675612746857	0.00617349115218	0.00669500580639	0.00492900412483	0.00307164696417	0.00598773775269	0.00417194244312	0.00525138034249	0.0060682017666
515rcbc18	0.00597126545015	0.00441743034419	0.00464132537852	0.0078803939237	0.00542161221602	0.00647447085148	0.0	0.0065024984908	0.00513148928536	0.00315622788586	0.00455590262453	0.0052573105484	0.00376999199282	0.00421703730697	0.00706549432032	0.00537182877291	0.00385625836495	0.00555267900964	0.00420505100458	0.00574728024179	0.00520465840396	0.00343075424706	0.00593753767334	0.00581114322827	0.00907740081838	0.003224922911	0.00558679041616	0.00591610573941	0.00580226536309
515rcbc15	0.00547438526678	0.00507437032777	0.00759641493361	0.00687838246869	0.00469676345886	0.00480001450377	0.0065024984908	0.0	0.0087765549766	0.00639050597258	0.00603101012558	0.00488161723281	0.00446569568942	0.00442791211507	0.00909096431626	0.00854483873815	0.00582401957823	0.00625034955347	0.00684806616979	0.00571930292068	0.00818398264047	0.00473063062033	0.00472006336582	0.00567006145029	0.00910253553254	0.00594360566031	0.00584484224634	0.00734323431941	0.00843271429976
515rcbc26	0.00592987799279	0.0050379940232	0.00465899873787	0.0075571506474	0.00573400537272	0.00469458569364	0.00513148928536	0.0087765549766	0.0	0.00348729834519	0.00578754515492	0.00357595658015	0.00430316178985	0.00375172805089	0.00681499806383	0.00469764656387	0.00256154832824	0.00590557679968	0.0041601879495	0.0047009423667	0.00515867534275	0.0047673790809	0.00453154577878	0.00716727166204	0.0042091825897	0.0034241309537	0.00404316512174	0.00428864653474	0.00562556168127
515rcbc25	0.0021422001733	0.00245382912924	0.00482067676991	0.00459475467026	0.00532875912685	0.00411452352997	0.00315622788586	0.00639050597258	0.00348729834519	0.0	0.00517205794774	0.00435035047064	0.00573234970909	0.00462167414785	0.00780838561798	0.00354037205304	0.00359147462432	0.00442411542124	0.00349570919773	0.00603429907903	0.00363371995738	0.00608488321943	0.00507817239002	0.00499300103946	0.00349558978442	0.00515817338944	0.00402430334357	0.00533150142421	0.00485448641104
