	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13	515rcbc20
515rcbc32	0.585907748369	0.417096834264	0.504622176827	0.43706064631	0.448059720476	0.499880751172	0.479784944873	0.479895470311	0.533638289511	0.411931869925	0.0	0.406662518024	0.386439962646	0.508878823679	0.415332062796	0.452384723806	0.477394587847	0.477195570266	0.510083792506	0.437839239146	0.448582932845	0.407783217459	0.465744630295	0.3777548771	0.497809741082	0.443895557658	0.413183379142	0.439624056785	0.471007311998	0.836142518607
515rcbc8	0.640325840364	0.435527235905	0.536231804301	0.49507881397	0.446036460104	0.520844158938	0.517266872014	0.525717786142	0.570928995088	0.476415251586	0.406662518024	0.0	0.445209538513	0.505076712282	0.462892074854	0.51775659187	0.520457114481	0.52815019276	0.549266020716	0.496303419504	0.495724946476	0.478252273951	0.489709213347	0.406532040061	0.527502486169	0.45298658173	0.464991106986	0.487203712799	0.497221992034	0.818004035679
515rcbc16	0.52476551035	0.408490253191	0.486600322125	0.409701881882	0.428908746152	0.481191626368	0.46914980747	0.479715549102	0.522442222805	0.45761283802	0.386439962646	0.445209538513	0.0	0.521310711318	0.35853412847	0.447960356674	0.448933074229	0.467316044874	0.50354099487	0.407193297198	0.445416400288	0.372082812764	0.450094441263	0.376151477066	0.499550841152	0.437551546104	0.429280249571	0.433558153729	0.491671690657	0.86040043895
515rcbc36	0.671905662354	0.499117462399	0.596610793848	0.565919919183	0.515131135577	0.564051280149	0.578448668216	0.556869072543	0.607134368811	0.556504159047	0.508878823679	0.505076712282	0.521310711318	0.0	0.507322868808	0.56068051722	0.563093133939	0.577881579702	0.56049716968	0.543388604648	0.546976442668	0.510025648543	0.523880230898	0.501633576505	0.570247259375	0.514308550612	0.519189825817	0.542395603587	0.523734252537	0.789738397641
515rcbc31	0.523227106646	0.429289130904	0.489697519062	0.416262571587	0.434238776188	0.485052910769	0.459296715177	0.46464590022	0.511788404064	0.478075206032	0.415332062796	0.462892074854	0.35853412847	0.507322868808	0.0	0.441433028594	0.444123196788	0.447497776823	0.480475695499	0.403730059915	0.441519456637	0.38011797081	0.416371488211	0.397299265141	0.491787463886	0.433097235707	0.425139152054	0.431317453702	0.461305696886	0.852631489516
515rcbc22	0.497409181713	0.427193555017	0.469339336856	0.390254507443	0.458049641565	0.47654661059	0.394228436173	0.363691492628	0.43878531711	0.504204877077	0.452384723806	0.51775659187	0.447960356674	0.56068051722	0.441433028594	0.0	0.383505764218	0.367732532299	0.402471034537	0.427436791838	0.345077097687	0.40101868206	0.406634891246	0.437708127735	0.421672789176	0.422925541467	0.388418254889	0.385784892517	0.40152467825	0.857052804266
515rcbc17	0.505427876232	0.412781158488	0.418953465159	0.379533082917	0.40359562914	0.41926727511	0.366962041263	0.381041839763	0.414236181851	0.537684219448	0.477394587847	0.520457114481	0.448933074229	0.563093133939	0.444123196788	0.383505764218	0.0	0.370692989551	0.414613534151	0.400579179767	0.386465139795	0.413338910611	0.393755274598	0.460231382117	0.416469546125	0.398652368209	0.409198521957	0.370821578956	0.402101973222	0.850620238207
515rcbc24	0.498430512	0.427922787223	0.427731291949	0.381986879133	0.431944218911	0.448949632445	0.336990684281	0.361889763821	0.396559098832	0.540952454324	0.477195570266	0.52815019276	0.467316044874	0.577881579702	0.447497776823	0.367732532299	0.370692989551	0.0	0.397609470272	0.424988679436	0.374392672057	0.411739073341	0.399117550529	0.446100505515	0.39761815709	0.407447772717	0.412410906508	0.384002274831	0.395746858897	0.862256684352
515rcbc21	0.554670766781	0.465432602495	0.49175903601	0.44770127865	0.459828945554	0.477583977659	0.398524988969	0.381431694523	0.424272699949	0.548718464084	0.510083792506	0.549266020716	0.50354099487	0.56049716968	0.480475695499	0.402471034537	0.414613534151	0.397609470272	0.0	0.463525023891	0.407369929874	0.453235177099	0.404919357683	0.491908288674	0.41570174113	0.444827799095	0.430947028804	0.427244152928	0.383189585602	0.834396706413
515rcbc10	0.516403946608	0.41239863909	0.440953924708	0.396060396814	0.416786325008	0.437170053281	0.40406840561	0.448488231827	0.45448144765	0.514041770341	0.437839239146	0.496303419504	0.407193297198	0.543388604648	0.403730059915	0.427436791838	0.400579179767	0.424988679436	0.463525023891	0.0	0.42409132945	0.378574084409	0.413475682576	0.43093006695	0.452402827785	0.428348454511	0.419193733661	0.406131482296	0.453480647237	0.860102575173
515rcbc14	0.533253109368	0.394522270695	0.455044166923	0.396589079855	0.41228323844	0.457763940901	0.380963601435	0.360084274365	0.432161197054	0.503333634193	0.448582932845	0.495724946476	0.445416400288	0.546976442668	0.441519456637	0.345077097687	0.386465139795	0.374392672057	0.407369929874	0.42409132945	0.0	0.39110873828	0.369244953213	0.43356303566	0.401977928731	0.394404178749	0.36612085858	0.351342928807	0.357698863876	0.842140661762
515rcbc19	0.486886074502	0.384174011364	0.44544156951	0.366391628778	0.405390639329	0.455734070509	0.418667978728	0.429772334366	0.475545533597	0.494225089665	0.407783217459	0.478252273951	0.372082812764	0.510025648543	0.38011797081	0.40101868206	0.413338910611	0.411739073341	0.453235177099	0.378574084409	0.39110873828	0.0	0.411720535873	0.389765631392	0.459754707889	0.398174497067	0.390404195702	0.384766247013	0.437682134028	0.86523510891
515rcbc27	0.554423599021	0.373771348303	0.459082700173	0.41484236608	0.39218746353	0.432613893459	0.384491186593	0.392646421635	0.446504348797	0.537087630234	0.465744630295	0.489709213347	0.450094441263	0.523880230898	0.416371488211	0.406634891246	0.393755274598	0.399117550529	0.404919357683	0.413475682576	0.369244953213	0.411720535873	0.0	0.439392960759	0.407042133978	0.3823910192	0.401384544702	0.383196041964	0.373242251758	0.82695939484
515rcbc11	0.548636442057	0.38251426499	0.482051038187	0.41868085946	0.404539260493	0.485760935819	0.456693501015	0.471650116281	0.521228446371	0.473311931717	0.3777548771	0.406532040061	0.376151477066	0.501633576505	0.397299265141	0.437708127735	0.460231382117	0.446100505515	0.491908288674	0.43093006695	0.43356303566	0.389765631392	0.439392960759	0.0	0.492425337953	0.396572181265	0.406339939162	0.422177520204	0.46114527029	0.84522197515
515rcbc34	0.597838313641	0.449856750127	0.462003651423	0.413096067264	0.444402411184	0.437191690322	0.371600500584	0.405440473076	0.399530555085	0.553088940352	0.497809741082	0.527502486169	0.499550841152	0.570247259375	0.491787463886	0.421672789176	0.416469546125	0.39761815709	0.41570174113	0.452402827785	0.401977928731	0.459754707889	0.407042133978	0.492425337953	0.0	0.434417067963	0.43522797639	0.403042157685	0.394951902993	0.828218542625
515rcbc37	0.565717830294	0.368198467587	0.438484577112	0.396823254318	0.36964160257	0.419557749868	0.404480292296	0.422818302578	0.465176346664	0.530231996444	0.443895557658	0.45298658173	0.437551546104	0.514308550612	0.433097235707	0.422925541467	0.398652368209	0.407447772717	0.444827799095	0.428348454511	0.394404178749	0.398174497067	0.3823910192	0.396572181265	0.434417067963	0.0	0.394956035234	0.386404186502	0.412563274307	0.830819300242
515rcbc33	0.544777259706	0.393234609662	0.476315378295	0.389866217346	0.418334609764	0.480298178444	0.415124907359	0.404547177946	0.473568848571	0.485069120645	0.413183379142	0.464991106986	0.429280249571	0.519189825817	0.425139152054	0.388418254889	0.409198521957	0.412410906508	0.430947028804	0.419193733661	0.36612085858	0.390404195702	0.401384544702	0.406339939162	0.43522797639	0.394956035234	0.0	0.381242361101	0.410450996859	0.838367976853
515rcbc28	0.520351792823	0.374399579816	0.438479638522	0.370594244025	0.389580690261	0.428374864501	0.379377431252	0.399566595867	0.435832884036	0.508824009504	0.439624056785	0.487203712799	0.433558153729	0.542395603587	0.431317453702	0.385784892517	0.370821578956	0.384002274831	0.427244152928	0.406131482296	0.351342928807	0.384766247013	0.383196041964	0.422177520204	0.403042157685	0.386404186502	0.381242361101	0.0	0.389536943537	0.844585125407
515rcbc13	0.589193935256	0.416975715395	0.490481153879	0.43914949089	0.413586535205	0.457517853624	0.388898307127	0.378202384316	0.435643097814	0.532423073119	0.471007311998	0.497221992034	0.491671690657	0.523734252537	0.461305696886	0.40152467825	0.402101973222	0.395746858897	0.383189585602	0.453480647237	0.357698863876	0.437682134028	0.373242251758	0.46114527029	0.394951902993	0.412563274307	0.410450996859	0.389536943537	0.0	0.813728153298
515rcbc20	0.912943437679	0.833525052442	0.863621892172	0.86830927218	0.829813176777	0.840874251873	0.84998498771	0.838143933386	0.851971682902	0.836505592302	0.836142518607	0.818004035679	0.86040043895	0.789738397641	0.852631489516	0.857052804266	0.850620238207	0.862256684352	0.834396706413	0.860102575173	0.842140661762	0.86523510891	0.82695939484	0.84522197515	0.828218542625	0.830819300242	0.838367976853	0.844585125407	0.813728153298	0.0
