	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13	515rcbc20
515rcbc14	0.269470415362	0.171361102609	0.242466427919	0.164094545166	0.174183601519	0.29335112382	0.189676992974	0.22052530176	0.253116433505	0.22606312565	0.218518467363	0.245911047921	0.149169809246	0.447253618361	0.222219843747	0.113109949665	0.190721980879	0.190854371563	0.196620816815	0.193600327775	0.0	0.194984062092	0.17629284946	0.180560840017	0.205110314566	0.19203727616	0.133006711685	0.131404465403	0.172631345915	0.224818915262
515rcbc19	0.236109809621	0.151377090266	0.219784621999	0.159375619906	0.144253559375	0.248614264976	0.188685301136	0.219787395719	0.249515397373	0.247606804451	0.153327629709	0.163507840308	0.138090609827	0.371646825854	0.108629596362	0.151554057403	0.18578124682	0.187112343907	0.186436776646	0.131044207996	0.194984062092	0.0	0.142540163997	0.118048876171	0.207081224285	0.111353852653	0.191752079555	0.164864717545	0.158862349508	0.190698846086
515rcbc27	0.243105226647	0.179294643272	0.217790802014	0.12637050595	0.1640974061	0.23757356728	0.151739272353	0.154259946445	0.217763660304	0.277142220695	0.213600082383	0.207102510025	0.190247417827	0.404291205298	0.171329640158	0.139632263126	0.14483758285	0.157622809043	0.15709089351	0.127903874946	0.17629284946	0.142540163997	0.0	0.167995062217	0.160191140817	0.116731540092	0.182168996958	0.163019453271	0.125452267148	0.178306802845
515rcbc11	0.244356890113	0.170581095351	0.25153886763	0.173239110377	0.166947228477	0.283307224964	0.226592817273	0.244743408213	0.284697805566	0.212110877648	0.132549372372	0.149927557516	0.113240146486	0.377219894846	0.097884654736	0.154395803637	0.2103178033	0.218054500623	0.210712450162	0.161626226598	0.180560840017	0.118048876171	0.167995062217	0.0	0.231884787415	0.126329054678	0.180265192929	0.18134049918	0.187418909634	0.200238756526
515rcbc34	0.326065765183	0.23250508056	0.154877080569	0.140066888275	0.165236542114	0.186606933733	0.0808926298013	0.12187430436	0.118407115032	0.305847380964	0.236214943368	0.241508822957	0.225012363201	0.476725405907	0.233636151314	0.167392674877	0.102591652688	0.105793974277	0.165616911277	0.165181186744	0.205110314566	0.207081224285	0.160191140817	0.231884787415	0.0	0.177607693273	0.18608979168	0.165829604315	0.167751623202	0.236553533462
515rcbc37	0.21863535109	0.147766474338	0.211549287207	0.134641893788	0.138515294134	0.230953553319	0.175183000418	0.184742845061	0.241103465525	0.269550140108	0.194916704136	0.179691510449	0.161168259744	0.375513673586	0.153814004169	0.15745672067	0.164657697649	0.180572178681	0.18660925834	0.141716425609	0.19203727616	0.111353852653	0.116731540092	0.126329054678	0.177607693273	0.0	0.195029251794	0.175248970297	0.151333795132	0.165217815198
515rcbc33	0.330938211172	0.240208710809	0.2360498393	0.16970263449	0.197528621358	0.277180297254	0.176644844906	0.198670000139	0.247618866151	0.209004744517	0.193244194229	0.219447633428	0.173995414622	0.464968091407	0.215711133686	0.126457014036	0.172420708099	0.186940688073	0.208585523965	0.176216874575	0.133006711685	0.191752079555	0.182168996958	0.180265192929	0.18608979168	0.195029251794	0.0	0.16552016658	0.217359775606	0.256475661973
515rcbc28	0.295941098658	0.160780295667	0.179368036616	0.154121976364	0.119992590933	0.24724175679	0.155626713091	0.21205440676	0.188703042053	0.233867494956	0.194004346034	0.230926908127	0.153913412674	0.468653217305	0.208940792662	0.117482687547	0.154296249234	0.138101156238	0.171502082888	0.15701404566	0.131404465403	0.164864717545	0.163019453271	0.18134049918	0.165829604315	0.175248970297	0.16552016658	0.0	0.171769746362	0.250563607643
515rcbc13	0.225970829194	0.176661716338	0.235303691073	0.161717687274	0.178475918266	0.226880274886	0.155731356387	0.174655711782	0.20222175959	0.289277581197	0.215928245984	0.225574891739	0.192914231086	0.422201211358	0.191440517303	0.136421584399	0.188775337081	0.163981317778	0.11950606469	0.154497502671	0.172631345915	0.158862349508	0.125452267148	0.187418909634	0.167751623202	0.151333795132	0.217359775606	0.171769746362	0.0	0.193730980002
515rcbc20	0.240364667101	0.200857442528	0.282620961676	0.199656040012	0.229132119409	0.295079764417	0.236320247907	0.235679588356	0.296239436664	0.313323254272	0.241035708838	0.246671335322	0.216676045763	0.395530058193	0.209137342265	0.213396967701	0.228603292895	0.250010666966	0.226361086631	0.199952760349	0.224818915262	0.190698846086	0.178306802845	0.200238756526	0.236553533462	0.165217815198	0.256475661973	0.250563607643	0.193730980002	0.0
