	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13
515rcbc12	0.0	0.46626607253	0.544754258125	0.49038644874	0.485255212731	0.532818114353	0.497236802806	0.491317141101	0.552483807193	0.595946358975	0.546108231133	0.540503344696	0.522382166975	0.532958729248	0.515794578116	0.46284143478	0.472251564921	0.481346393271	0.491468943246	0.49765300968	0.472769118207	0.47774171438	0.449055390532	0.511233563344	0.510367422802	0.471953529113	0.473544509234	0.455989655511	0.45994977897
515rcbc23	0.46626607253	0.0	0.488019717271	0.426042301944	0.378343670458	0.477392452543	0.448186044783	0.469710716301	0.529009717287	0.556562891611	0.467634153459	0.441973555186	0.435252708349	0.493305150685	0.454730225533	0.441147311555	0.436241679111	0.459116372274	0.49726776414	0.444517639919	0.427713015241	0.410406431397	0.40795559126	0.413989109636	0.474909607703	0.394628175112	0.416101799157	0.39634282158	0.431786910012
515rcbc30	0.544754258125	0.488019717271	0.0	0.479922117946	0.4613130435	0.464617821929	0.454543687971	0.511597802906	0.496299075341	0.619481047564	0.547202383769	0.544868608981	0.535910448189	0.585334946433	0.546624933072	0.510761004132	0.462980710472	0.477151353285	0.531836350574	0.498246781388	0.500741422774	0.503935838666	0.486437010717	0.533769955702	0.478840829211	0.469858114569	0.511179997366	0.475918853634	0.504666957908
515rcbc29	0.49038644874	0.426042301944	0.479922117946	0.0	0.420309767212	0.467060475293	0.421339190779	0.460487558354	0.48659237298	0.549689225214	0.486435338801	0.497494959248	0.460770077442	0.530375134952	0.470422979512	0.431768723712	0.417871663753	0.439739074829	0.474585821782	0.442888071762	0.423847836663	0.434055301665	0.41809031744	0.466987037536	0.432025457336	0.417380249172	0.419069053053	0.411009045042	0.435926136078
515rcbc9	0.485255212731	0.378343670458	0.4613130435	0.420309767212	0.0	0.448699198168	0.432500484582	0.473611732556	0.507713415183	0.560983115141	0.474103669201	0.458289748875	0.451494307503	0.505621150939	0.445334032742	0.465395308587	0.415605435912	0.452658943431	0.494900767806	0.431346969351	0.435249053339	0.419743862316	0.418069812351	0.436770754789	0.465582765033	0.392260407034	0.436174971747	0.416599762393	0.433602228143
515rcbc35	0.532818114353	0.477392452543	0.464617821929	0.467060475293	0.448699198168	0.0	0.446251959139	0.497978484526	0.481729015888	0.61606533069	0.539193264177	0.537895927602	0.521469686173	0.570764005691	0.52337332319	0.498820681343	0.448814243819	0.478572496064	0.51499645016	0.469334025862	0.497189959092	0.494907063057	0.46219040124	0.531344596043	0.471332140452	0.45348948563	0.514448358772	0.465978116429	0.478024447981
515rcbc18	0.497236802806	0.448186044783	0.454543687971	0.421339190779	0.432500484582	0.446251959139	0.0	0.40583668423	0.418281945862	0.595389356135	0.517015256799	0.518524089207	0.51072789447	0.566001083327	0.50990275038	0.413503624257	0.395146650538	0.373622128838	0.417795867391	0.448932117381	0.403277558024	0.466438307031	0.404416249407	0.502725197781	0.363208368095	0.421648923454	0.436093022696	0.410698542576	0.401658644587
515rcbc15	0.491317141101	0.469710716301	0.511597802906	0.460487558354	0.473611732556	0.497978484526	0.40583668423	0.0	0.4615245062	0.581719581827	0.527042444435	0.540067806217	0.521422974543	0.557201581137	0.519359917584	0.396706508116	0.422658449615	0.401991007134	0.425346074381	0.486679269282	0.403510745204	0.481855516849	0.408759597959	0.516548708585	0.426375309121	0.459072365249	0.442477489277	0.443524088296	0.398657497525
515rcbc26	0.552483807193	0.529009717287	0.496299075341	0.48659237298	0.507713415183	0.481729015888	0.418281945862	0.4615245062	0.0	0.621103061583	0.576498557518	0.58724142993	0.56380650503	0.603250969038	0.571147215425	0.471192719291	0.456003297251	0.449292566813	0.451147003866	0.506051351523	0.479608308094	0.532386499191	0.473978141595	0.568370139134	0.418249068332	0.505429324201	0.504776479528	0.486950086272	0.453132020904
515rcbc25	0.595946358975	0.556562891611	0.619481047564	0.549689225214	0.560983115141	0.61606533069	0.595389356135	0.581719581827	0.621103061583	0.0	0.455428321145	0.504158263815	0.491315583365	0.56083365896	0.524822822934	0.54157982439	0.58166076256	0.58779289308	0.596194300405	0.553814825515	0.551903091497	0.539818093093	0.581928807559	0.523639238718	0.588349838924	0.569698009074	0.530932925103	0.549144328196	0.574274105325
