	sequences per sample	iteration	515rcbc12	515rcbc23	515rcbc30	515rcbc29	515rcbc9	515rcbc35	515rcbc18	515rcbc15	515rcbc26	515rcbc25	515rcbc32	515rcbc8	515rcbc16	515rcbc36	515rcbc31	515rcbc22	515rcbc17	515rcbc24	515rcbc21	515rcbc10	515rcbc14	515rcbc19	515rcbc27	515rcbc11	515rcbc34	515rcbc37	515rcbc33	515rcbc28	515rcbc13
alpha_rarefaction_21004_1.txt	21004	1	13812.035473	5302.74459725	5601.00191939	6249.77696527	5026.13059701	4872.60714286	5474.32653061	6271.73545966	5446.26703499	4730.11135371	4535.002079	5053.47870528	5475.02447552	3893.83891213	6114.44444444	5550.34268537	6367.93072824	5852.81636727	5013.74097665	5470.98734177	5333.76879699	6437.47302158	5369.13636364	5743.31725417	5106.00571429	5644.92820513	5699.31858407	5918.55882353	4598.96887967
alpha_rarefaction_21004_2.txt	21004	2	13601.8645833	5393.72924901	5630.28598131	6410.09856631	4912.90909091	5058.32210526	5628.4800759	6470.34482759	5549.825	4754.43678161	4570.6223176	5031.2908778	5518.35863378	3981.4626556	5781.96	5364.09902913	6159.73752311	5710.84795322	5422.08695652	5143.07429719	5297.21679688	6136.035	5808.8164557	5359.48916968	5079.65895954	5577.15041322	5623.24485981	5494.0411985	4589.08924949
alpha_rarefaction_21004_3.txt	21004	3	13166.2750397	5185.27767695	5829.22306238	6605.43050193	5272.04397706	5239.89419087	5645.00185185	6228.22986248	5541.17757009	4716.61733615	4740.31543624	5243.18644068	5855.67041199	4058.44325482	5704.11740891	5629.89211618	6280.4317757	5987.0	5156.71264368	5157.52868852	5623.51158301	6396.50505051	5274.53757225	5317.93368237	5077.8852459	5695.9107438	5642.51923077	5417.13653846	4509.00199203
alpha_rarefaction_21004_4.txt	21004	4	13804.319788	5303.96132597	5491.47912886	6467.19402985	5224.1954023	5022.97764228	5660.36245353	6251.19216418	5801.69607843	4700.48034934	4410.4454343	5177.93727599	5799.44337812	4069.9125	5826.62689394	5521.34453782	6410.68401487	6137.20717131	5186.69361702	5263.5125523	5428.73529412	6505.0	5457.632	5434.57692308	5541.80204082	5558.22260274	5679.77522124	5190.97977941	4686.58951965
alpha_rarefaction_21004_5.txt	21004	5	13886.7859589	5442.49162011	5502.23333333	6363.57142857	5006.55656934	4804.05691057	5539.36745887	6233.8229572	5506.67216117	4703.26751592	4883.01873536	5097.4991511	5980.75482625	4114.72138229	5875.25646123	5523.70916335	6466.84139265	5646.67537313	5090.51293103	5216.38549618	5512.62580645	6519.77835052	5187.83716814	5449.8147482	5405.47433265	5402.16476346	5800.42230347	5539.38918919	4527.21458333
alpha_rarefaction_21004_6.txt	21004	6	13524.6785714	5620.67913386	5321.10091743	6432.80251346	5018.32029795	5144.59453782	5526.15625	6358.92069632	5573.75660377	4725.25201613	4436.50666667	5085.41354724	5699.80510018	4021.14193548	6004.43074004	5485.42774566	6372.56373429	5683.67125984	5011.5625	5419.89574468	5261.60308285	6231.45084746	5842.662	5480.6	5166.1682243	6004.14364641	5688.72759227	5826.67322835	4487.87549407
alpha_rarefaction_21004_7.txt	21004	7	13286.0	5379.39444444	5450.26802218	6083.87123746	4907.64092664	5257.75688073	5366.23090586	6089.4535316	5771.93237705	4923.51345291	4926.6993007	5074.01782531	5851.07265774	3966.65092402	5559.20377358	5366.29961089	6625.47672253	5684.04015296	5241.02784223	5790.97511312	5426.19883041	6294.07826087	5446.03030303	5446.98671727	5094.83022388	5588.44570502	5663.9197861	5450.18067979	4641.18825911
alpha_rarefaction_21004_8.txt	21004	8	14003.1699115	5436.67039106	5599.54054054	6439.74817518	5003.18913481	5306.39772727	5708.51219512	6068.39783002	5736.27325581	4507.40524194	5019.18719212	5027.95180723	5639.01792115	4079.91855204	5619.01934236	5712.54279749	6405.40798611	5574.32969035	5555.1559633	5128.21721311	5685.59570312	6473.07413509	5560.01188119	5510.4018018	5423.00603622	5920.43889845	5781.10128913	5509.49126214	4555.56326531
alpha_rarefaction_21004_9.txt	21004	9	13711.5777027	5237.45640074	5263.14312977	6601.74324324	5107.40354331	4948.69318182	5601.13333333	6371.57309942	5949.55075594	4747.88453159	4698.46860987	5057.48	5484.78509532	4044.02422907	5539.60700389	5369.81139489	6649.25	5723.29366603	4928.01106195	5256.27142857	5712.80208333	6076.42277691	5457.30623819	5496.35701599	5203.71428571	5469.84615385	5689.97201493	5444.95652174	4619.86270492
alpha_rarefaction_24503_0.txt	24503	0	15008.5960666	5423.32525952	5758.40925267	6961.01792115	5494.03832117	5322.67117988	6100.50545455	6652.03552398	5606.20173913	4922.71257485	4881.26624738	5173.05527638	6082.92880795	4193.75	6233.16453382	5831.09375	6826.22727273	6462.18060837	5305.78215768	5791.47870183	5981.99029126	6609.97922849	5738.22482014	6005.3221831	5235.45454545	5574.9063893	5708.56856703	5866.78191489	4892.16232465
alpha_rarefaction_24503_1.txt	24503	1	15846.804878	5417.30664395	5670.19072165	6826.52871622	5671.734375	5343.202	5874.95084746	7118.39033457	5807.20758123	4909.34337349	4979.97268908	5241.04716981	6290.21985816	4300.5	6182.62790698	5990.85576923	6833.85929648	6000.40488656	5449.25263158	5697.42584746	5886.17509728	6998.43046358	5739.26608696	5955.20481928	5374.18491921	6145.11519199	5816.99162479	5740.57038391	5081.96344086
alpha_rarefaction_24503_2.txt	24503	2	14284.6380368	5719.33763838	5805.84693878	7021.79761905	5254.01680672	5339.44117647	5925.14160839	6695.95503597	6048.02264808	5101.13717694	4693.90697674	5120.80248834	6255.65689655	4138.5872093	5996.98941799	5972.88043478	6750.299509	6394.05747126	5553.65442765	5555.9092559	5504.79794521	6412.40447761	5515.3250444	5810.9197861	5370.01763668	5899.04930663	5880.89351082	5761.36363636	4755.50091743
alpha_rarefaction_24503_3.txt	24503	3	15094.2306525	5454.97202797	5793.70766488	6664.01025641	5085.24745763	5244.18562874	6032.78306878	6678.0	5802.04020979	5117.37649402	5098.43659044	5330.31825525	6420.76258993	4289.21084337	6345.36483932	5902.76023392	6936.68421053	5915.16197183	5663.72668113	5542.73800738	5864.19741697	6796.45171849	5878.89179104	5672.68150685	5560.54311927	5736.89954338	5878.09482759	5724.59165154	4774.91501976
alpha_rarefaction_24503_4.txt	24503	4	14786.5370102	5872.12382739	5935.44620811	7367.46716698	5140.29964539	5414.60190476	6317.64053537	6685.23818182	5898.71818182	5015.88095238	4838.02997859	5217.00478469	6062.03786575	4202.06175299	5991.0990991	5960.07088123	7012.90138408	6117.90526316	5412.29492188	5666.14727273	5782.07079646	6584.52827141	5730.87850467	5912.78191489	5688.00582524	5823.37537092	5768.48058252	5714.81521739	5036.02083333
alpha_rarefaction_24503_5.txt	24503	5	15173.6550079	5453.42857143	5867.49909584	6903.80887372	5498.09323583	5347.4573055	5934.38868613	6622.70950704	6055.01763668	4752.70114943	4944.40486726	5218.51090343	6605.32022472	4191.2815534	5977.51851852	5716.01486989	6896.64144737	6048.0273224	5652.47619048	5448.72759857	5689.07414105	6675.56112853	5818.33333333	5702.50169492	5359.28596187	5584.80152672	5647.42439024	5936.34482759	4892.61895161
alpha_rarefaction_24503_6.txt	24503	6	14796.0909091	5573.57692308	5908.03614458	6971.91083916	5535.72316384	5164.94285714	6085.06629834	7035.03874539	5892.11978221	4811.33453237	4635.10240964	5283.38362761	5986.20450607	4210.70784314	6098.02763385	5939.32941176	6837.96283784	6146.51067616	5387.5620915	5650.5	5749.08502773	6820.30923077	5952.77101968	5811.41238938	5629.09174312	6006.64772727	5875.11932773	6056.0502693	4860.62055336
alpha_rarefaction_24503_7.txt	24503	7	14787.6711916	5420.41935484	5774.79232112	6944.51235585	5165.23185841	5336.68525896	5775.41694915	6846.68449198	5669.34782609	5044.2	4856.8137045	5323.46104928	5918.3248731	4203.16699411	6360.85576923	6231.60479042	6918.07894737	6231.54033771	5129.68823529	5484.66605505	5499.02617801	6631.59167951	5737.28151986	5763.44367418	5530.61524164	6025.23003195	5741.13278689	5886.52372263	4778.12859885
alpha_rarefaction_24503_8.txt	24503	8	14643.127907	5527.11764706	6334.61058601	7165.59671533	5275.5	5130.5862069	5874.17098446	6770.94166667	5815.90526316	5069.36418511	4873.13017751	5179.38740157	5899.68928571	4142.5697446	6145.42234848	6096.23469388	6764.77561837	5988.51838235	5616.17582418	5700.50193798	5799.00191939	7073.49019608	5694.13863216	5702.01365188	5377.6169844	5852.25117005	6001.57042254	5815.8625	4820.79880478
alpha_rarefaction_24503_9.txt	24503	9	14553.5972222	5722.07129799	5726.50250417	6793.14196568	5547.16304348	5153.69188192	6057.6173913	6745.19858156	5615.51034483	4943.64853556	4876.92222222	5122.78110236	5782.01658375	4232.44423077	6640.92815534	5958.91546763	6751.18518519	6166.40150094	5231.62893082	5730.3220339	5955.82230624	6347.9518797	5751.27153558	5913.26608696	5328.83548983	5800.15044248	5914.10750853	5848.17773788	4762.35496183
alpha_rarefaction_28002_0.txt	28002	0	15782.0332889	5897.11367381	5910.97244733	6922.92724458	5308.28078818	5446.70556553	6244.54713805	7208.32352941	6181.07251265	5182.15508021	5323.45454545	5480.57369255	6125.44791667	4250.21164021	6470.37128713	6753.00561798	7107.32043344	6247.95993322	5808.57575758	5808.53602812	5897.45111492	7063.71052632	5964.33333333	6033.7535545	5811.66371681	5994.07580175	6090.74018127	6270.97478992	4872.66545455
alpha_rarefaction_28002_1.txt	28002	1	16988.4215827	5791.0	5942.56134969	7064.00459418	5377.61622465	5688.88235294	6338.26384365	7058.02269044	6152.82165605	5206.55970149	5405.00631579	5459.87557604	6343.13477537	4240.36545455	6383.77392739	6541.12264151	7510.21217105	6535.64827586	5695.26305609	5800.09187279	6030.26190476	6963.73423423	5883.69316375	5985.58211382	5915.41176471	5960.03021583	6420.0	6236.51369863	5033.07889546
alpha_rarefaction_28002_2.txt	28002	2	16463.0180807	6065.47627119	5836.65366615	7249.04739336	5526.14475874	5694.08637236	6254.04060914	7056.69016393	6049.32862191	5286.78492647	5246.25678497	5589.65420561	6446.54895105	4167.06785714	6614.69543974	6088.81206897	7366.0328125	6399.09565217	6089.19444444	6015.23285199	6134.91412214	7008.183161	5764.69282137	5892.18015267	5670.01666667	6029.82627737	6090.2826087	6142.27468582	5153.55974843
alpha_rarefaction_28002_3.txt	28002	3	16258.0655738	6028.24132231	6056.52216749	7147.26298157	5288.27126806	5729.61423221	6086.53104575	6880.99320883	6287.02590674	5221.8625	5389.00210526	5527.17061611	6125.68292683	4417.82706767	6736.36316695	6329.92857143	7196.03858521	6701.02830189	5572.79925651	5859.44444444	6031.38175676	6837.74418605	6038.1669506	6062.78476821	5711.16049383	5922.35928144	6107.27419355	5917.08376963	4968.97222222
alpha_rarefaction_28002_4.txt	28002	4	16162.4304636	5751.20352564	5934.62197092	7308.81170886	5547.89256198	5612.3556701	6055.49842271	7338.17398946	6071.55665025	4913.49174312	5125.0	5303.97289586	6440.18072289	4349.73616236	6486.52542373	6184.11764706	7562.55081967	6425.13422819	5823.68958743	5866.51919561	5984.60173913	7024.62068966	5775.62992126	6230.10638298	5744.66666667	6339.50965825	6057.34678625	6135.72629696	4973.50188679
alpha_rarefaction_28002_5.txt	28002	5	16185.9514563	5882.04545455	5994.40856672	7213.97129187	5389.81983471	5296.62176166	6230.37099494	7385.20512821	6195.89509306	4926.5923913	5188.80290456	5378.91716867	6236.99690402	4254.66433566	6463.56122449	6076.6993007	6894.00147059	6622.01219512	5504.43436293	5795.75591985	6017.20168067	7060.8904321	6154.79381443	6056.04255319	6117.96067416	5986.17409471	6102.45714286	6028.86334405	5038.4980695
alpha_rarefaction_28002_6.txt	28002	6	15714.9637097	5955.78877888	6207.56487342	7261.48976378	5333.57096248	5385.13451327	6197.60647359	7158.435	5974.26829268	5093.92393321	5320.27160494	5309.49851632	6387.01043478	4264.0961183	6910.86042403	5997.24080268	7183.89016393	6530.96173913	5684.48571429	6019.49610895	5690.91946309	6583.31636864	6034.57410562	6148.55499154	5595.17560976	6226.82916053	6054.63826607	6088.25311943	5192.85110664
alpha_rarefaction_28002_7.txt	28002	7	16679.8360414	5940.29482759	5804.9537037	7301.80360065	5613.39929329	5379.71578947	6395.24486301	7065.60565724	6281.24957841	5183.58064516	5366.61554622	5406.01371951	6357.5704698	4256.29946524	6452.91611842	6171.92026578	6944.63870968	6344.6349481	5616.04117647	5679.84385965	6197.56451613	6793.04291845	6059.21590909	6086.04582651	5641.69616027	6207.53560831	6242.3514377	6092.89464883	5453.36196319
alpha_rarefaction_28002_8.txt	28002	8	16070.8595745	6008.8542024	5925.25	7547.28229665	5544.16836735	5516.45979021	6282.15576324	6766.03482587	5957.34690554	5031.24137931	5478.69026549	5476.38496933	6502.6779661	4320.02985075	6960.2375	6133.80536913	6892.77375566	6573.98366606	5830.32793522	5799.51041667	5810.6336	6787.37481481	6208.46374368	6218.30232558	5725.09262436	6121.13138686	6077.18358209	5990.86759582	5096.65275142
alpha_rarefaction_28002_9.txt	28002	9	15854.5381415	5817.11492281	5808.16878981	7087.92879747	5555.12224109	5399.2437276	6475.77817531	7121.41433566	5834.76986755	5186.80263158	5401.64042553	5337.58045113	6431.95860927	4114.32590051	6731.35978836	6312.0052356	7356.0631068	6225.69536424	5325.7645951	5873.6529517	5849.25127334	7087.18694362	5755.01666667	6138.04769737	5735.18046358	6270.95555556	5761.64369501	5957.02479339	5201.81054688
alpha_rarefaction_31501_0.txt	31501	0	17087.8029294	6066.79758308	6129.82945736	7043.33753501	5641.21555916	5669.41956882	6510.1484375	7412.92113565	6347.11708861	5839.18994413	5383.63114754	5580.75726744	6733.96116505	4364.79695431	6579.63987138	6411.53671329	7377.9955157	6533.99684044	6025.20871143	6212.38421955	6255.11371237	7196.53112033	6094.74545455	6351.96784074	5835.5456	6390.13617021	6674.00766871	6197.3987034	5303.53153153
alpha_rarefaction_31501_1.txt	31501	1	17370.5955497	6028.45054945	6053.41766467	7558.71301775	5645.31981279	5658.86423841	6342.56621005	6948.29437229	6275.41875	5429.27272727	5526.72244094	5466.82011331	6562.52839117	4318.28869565	6966.25487013	6595.17218543	7393.0014556	7011.19893428	6038.27480916	5896.65943239	6493.67918089	7230.47605225	6182.62052117	6151.14242879	5898.54442649	6294.11911357	6667.3455414	6363.32727273	5096.5229682
alpha_rarefaction_31501_2.txt	31501	2	18092.3706564	6153.7399679	6343.04654896	7465.03056769	5583.24883359	5666.12520868	6535.07740916	7271.45665635	6571.33333333	5440.5389948	5297.32122371	5405.23202171	6708.21900161	4348.13893654	6754.69292605	6523.6331058	7541.18644068	6673.8902439	5852.25966851	6065.53233831	6227.59481361	7332.55128205	6224.52236422	6215.44274809	6141.33830846	6290.47844228	6168.00869565	6434.17752443	5401.13861386
alpha_rarefaction_31501_3.txt	31501	3	17888.3522727	5876.03980892	6104.81287425	7210.86482558	5748.22222222	6037.19371728	6384.56987578	7289.03888025	6483.35294118	5156.50425894	5366.15953307	5490.92372881	6587.50393701	4411.58584071	6710.38823529	6619.50503356	7539.21884058	6567.89703588	5908.15217391	6393.63818182	6239.45230263	7296.31683168	5927.25581395	6384.17348609	5630.06491499	6351.17955801	6281.31539611	6394.47979798	5063.36510791
alpha_rarefaction_31501_4.txt	31501	4	17803.3913043	6127.76525822	6042.97767857	7585.76911076	5708.63768116	5518.65378422	6248.50154321	7216.68072289	6441.32084691	5309.70905923	5511.79282869	5574.31837916	6902.77114428	4350.04123711	6730.80645161	6482.07624113	7506.64263323	6306.40277778	6300.26666667	6160.77624785	5945.75824176	7368.7366136	6132.59677419	6306.47087379	5898.69014085	6305.29090909	6168.00869565	6369.60189573	5199.15732369
alpha_rarefaction_31501_5.txt	31501	5	17875.1936759	6116.17363344	6191.78120185	7319.61796043	5691.25967742	6003.6	6733.063593	7491.86349693	6176.54075235	5313.51748252	5270.14872798	5557.0332829	6776.00988468	4269.32258065	6470.31538462	6189.85990338	7407.01438849	6918.53017945	6122.33333333	6196.89316988	6134.6484375	7548.33943662	5999.63249211	6661.63708399	6055.42857143	6496.15261628	6510.13204509	6380.78301887	5156.04070796
alpha_rarefaction_31501_6.txt	31501	6	16952.4298942	6011.88924559	5948.821875	7911.20792079	5567.11764706	5823.56351792	6625.63461538	7375.04739336	6391.79224806	5300.18292683	5337.33587786	5661.53046062	6659.33333333	4333.82910321	6740.78763867	6514.00516351	7357.85993976	7010.46416382	5692.72531418	6183.96046129	6170.14444444	7368.50578035	6129.13615023	6230.60787402	5812.875	6383.53305204	6378.82291667	6352.65853659	5093.73321555
alpha_rarefaction_31501_7.txt	31501	7	18387.048583	6170.5	6288.6703645	7923.29888712	5642.65696784	5627.9889065	6555.34951456	7527.07692308	6520.37707641	5330.37565217	5441.71203156	5520.39111748	6666.86875	4357.5467128	6492.6015625	6642.55746141	7613.68796434	6795.96153846	5791.71681416	6064.44425087	6232.78743961	7211.17524339	6172.25	6549.43307087	5931.93841167	6444.30705394	6427.99690402	6428.18476499	5295.65745856
alpha_rarefaction_31501_8.txt	31501	8	16765.1113831	6134.40842788	6302.13793103	7338.84188034	5717.31848185	5885.01219512	6313.09118087	7191.88333333	6608.73515249	5425.63716814	5868.19915254	5497.76671408	6497.31308411	4307.22628952	6624.87980769	7087.78756477	7336.01464129	6928.1456	5829.19125683	5979.30823117	6115.74267101	7498.82926829	6063.49526814	6465.96302251	5847.92753623	6394.01424501	6631.24246988	5957.64431487	5458.48571429
alpha_rarefaction_31501_9.txt	31501	9	17855.0081633	5888.07511737	6225.4519084	7467.76923077	5569.20127796	5495.05422648	6808.01652893	7386.0390625	6267.83980583	5261.38448276	5195.79316888	5553.98104956	6815.21372855	4309.31613977	6562.63567073	6514.72864322	7423.54531722	7024.88265306	5897.43382353	6405.06215722	6177.1031614	7121.85714286	6179.81642512	5980.00911854	5919.39215686	6081.51322751	6491.19369369	6402.74209651	5352.96226415
alpha_rarefaction_35000_0.txt	35000	0	18187.6990521	6343.38253012	6258.6642547	7914.80973451	5791.72873194	5854.61417323	6665.80851064	7831.60150376	6577.59398496	5617.34440559	5748.85009488	5588.04774536	7071.69417476	4508.70274637	6997.28715729	6729.64869281	7647.54774536	7216.14262561	6334.64028777	6339.28595318	6376.33794163	7126.27590674	6239.00430416	6738.58398744	6237.58544304	6514.67374005	6565.82085169	6212.39636914	5383.27640845
alpha_rarefaction_35000_1.txt	35000	1	18282.8650888	6058.13074713	6443.02288984	7890.21398601	5963.10638298	5650.92355694	7024.3375	7632.8008596	6780.47327044	5510.42857143	5488.14938489	5633.81147541	7071.50955414	4545.54125413	7148.5136	6945.89774697	7640.14763231	7102.10771704	6147.38006757	6136.56377953	6460.14082278	7525.14863103	6238.84705882	6218.87586207	6145.19823789	6558.10312076	6523.0	6674.87738854	5349.52758621
alpha_rarefaction_35000_2.txt	35000	2	19908.4125	6214.72503618	6419.25438596	7625.12638889	5840.23029366	6007.72020725	6645.11587983	7861.55934718	6819.05882353	5632.99833887	5601.1528777	5653.00134771	7207.45659164	4425.00162602	7050.50470219	7148.05319149	7649.01410437	7126.01916933	6202.79509632	6142.91935484	6434.62264151	7620.91044776	6245.4211288	6380.15977175	6201.00462963	6666.56195965	6540.43731778	6371.88053097	5425.92985612
alpha_rarefaction_35000_3.txt	35000	3	18454.4471744	6176.70180723	6384.41982507	8072.97959184	5969.52056962	5804.17619048	6802.08252427	7637.578125	6382.54289941	5315.10526316	5668.40618956	5673.84736091	6895.8	4432.1248	6931.22374429	6908.93809524	7468.030837	6949.53917051	6411.17439703	6311.61639344	6410.28229665	7479.45059289	6409.44314869	6495.07069219	6035.90196078	6485.74304636	6682.80088496	6223.30593607	5286.08290155
alpha_rarefaction_35000_4.txt	35000	4	19191.606357	6233.5625	6483.88971684	7840.75536481	5769.84821429	5745.40122511	6679.76444444	7948.90440061	6687.9254386	5557.24537815	5519.47531993	5595.71351351	6678.37091988	4376.23613312	7200.45063694	7020.68350168	7796.76730486	6874.15789474	6196.27468582	6482.19117647	6424.26592357	7545.67445055	6461.46200608	6560.70852018	6089.50148368	6504.88612565	6749.90791367	6427.73547401	5400.87477954
alpha_rarefaction_35000_5.txt	35000	5	18037.5119617	6508.16589862	6591.24463519	7832.26461988	5823.53398058	5776.85122699	6707.6328125	7708.52861446	6432.45335277	5381.12935323	5523.63068182	5726.56760563	6545.8436019	4572.37271215	6890.3222061	7194.28571429	7893.03059805	7198.57894737	6114.00515464	6292.31932773	6411.60189573	7671.7737931	6226.00442478	6325.59618008	6055.37226277	6259.27027027	6357.79497908	6463.97916667	5349.87873462
alpha_rarefaction_35000_6.txt	35000	6	18164.9525547	6067.03851641	6086.36016949	7578.02571042	6004.14849921	6060.87986464	6800.2101227	7653.15207373	6601.93806647	5408.8904321	5607.30570902	5740.46581197	6835.22289157	4514.56363636	7067.75957121	6842.8976	7879.01833568	6600.76444444	5950.75	6551.00518135	6815.0461285	7570.33242507	6177.50869565	6505.25766871	6174.86625194	6430.00789474	6580.06329114	6273.27859238	5083.46078431
alpha_rarefaction_35000_7.txt	35000	7	19546.9230769	6561.72413793	6320.89237668	7907.03581662	5615.75734158	5981.59359191	6877.59340659	7533.51428571	6402.95552367	5556.68838028	5492.36095764	5549.86538462	6819.79604262	4521.66444073	6936.80551302	6754.82229402	7599.35054348	6826.59167951	5959.96521739	6185.2048	6320.27429467	7617.28082192	6415.80454545	6476.84693878	6149.14242879	6437.12303665	6644.43041607	6439.83925811	5325.14285714
alpha_rarefaction_35000_8.txt	35000	8	18703.0423412	6292.38425926	6539.25460123	7421.87483871	5973.17472699	5960.43961353	6767.69618321	7881.06495468	6554.45606061	5622.43923611	5672.38921002	5702.94257703	7008.61111111	4494.56622517	7019.0275974	7006.76884422	7588.69736842	6979.78528529	6205.60147601	6505.43046358	6521.0214168	7637.93093923	6268.70728083	6413.99428571	5878.52071006	6497.10227273	6650.63256484	6270.49502134	5496.11891892
alpha_rarefaction_35000_9.txt	35000	9	18689.2631579	6466.85335413	6245.4211288	7536.23529412	5701.27586207	5771.79104478	6865.48108926	7819.93587786	6870.97400612	5597.20512821	5657.65275142	5748.30865922	6822.52336449	4374.17100977	6798.56042296	6830.07487521	7722.66949153	6922.20504732	5960.84369449	6278.912	6530.28926905	7183.50332005	6290.13343109	6484.9704579	6289.39593114	6296.99371859	6718.40528634	6537.6763754	5193.0
